TransactionID,TransactionAmount,TransactionHour,DayOfWeek,UserAge,UserLocation,DeviceType,PaymentMethod,AccountAge,TransactionFrequency,IsInternational,PreviousFraudHistory,IsFraud
TXN000341,221.14,15,4,52,IN,Tablet,Debit Card,1640,4,0,0,0
TXN000342,90.63,20,1,27,FR,Mobile,Credit Card,1164,1,1,0,0
TXN000343,65.92,12,1,23,NG,Mobile,PayPal,642,2,1,0,0
TXN000344,95.06,19,4,34,IN,Desktop,Credit Card,3600,5,0,0,0
TXN000345,67.42,19,0,48,VN,Desktop,Credit Card,2859,6,0,0,0
TXN000346,114.02,11,1,23,DE,Tablet,Bank Transfer,1856,3,0,0,0
TXN000347,99.55,19,0,21,VN,Tablet,Debit Card,2491,4,1,0,0
TXN000348,139.74,17,5,24,CN,Mobile,Credit Card,3002,5,0,0,0
TXN000349,198.06,8,2,46,BR,Mobile,PayPal,224,4,0,0,0
TXN000350,110.95,19,2,27,CN,Mobile,PayPal,2843,5,0,0,0
TXN000351,59.77,18,6,61,NG,Mobile,Credit Card,2223,4,0,0,0
TXN000352,122.64,7,5,23,FR,Mobile,Debit Card,1356,1,0,0,0
TXN000353,156.7,21,6,74,VN,Tablet,Debit Card,2894,5,0,0,0
TXN000354,376.33,14,2,67,US,Mobile,PayPal,816,2,0,0,0
TXN000355,170.39,20,3,74,FR,Mobile,Debit Card,2137,4,1,0,0
TXN000356,75.37,7,4,53,CN,Desktop,Debit Card,3150,5,0,0,0
TXN000357,111.64,7,1,21,NG,Desktop,Credit Card,1171,3,0,0,0
TXN000358,332.3,18,4,74,UK,Mobile,Credit Card,818,1,1,0,0
TXN000359,90.5,8,3,33,DE,Tablet,PayPal,1624,1,0,1,0
TXN000360,199.16,19,3,27,US,Mobile,PayPal,1341,1,0,0,0
TXN000361,48.44,12,1,61,NG,Mobile,Debit Card,1099,3,1,0,0
TXN000362,65.33,11,1,57,NG,Mobile,PayPal,386,1,0,0,0
TXN000363,186.45,9,1,71,UK,Desktop,Credit Card,1002,1,0,0,0
TXN000364,109.47,11,3,43,US,Mobile,Debit Card,342,2,1,0,0
TXN000365,44.81,19,2,72,DE,Mobile,Debit Card,3265,5,0,0,0
TXN000366,429.77,7,0,58,NG,Mobile,Debit Card,49,2,0,0,0
TXN000367,185.44,21,4,41,UK,Mobile,PayPal,1651,4,0,0,0
TXN000368,249.85,14,6,62,FR,Tablet,Debit Card,1605,4,0,0,0
TXN000369,1342.31,3,0,44,US,Tablet,Bank Transfer,144,12,0,1,1
TXN000370,236.29,8,1,74,FR,Mobile,PayPal,2824,2,0,0,0
TXN000371,195.33,11,1,33,FR,Mobile,Credit Card,226,2,0,0,0
TXN000372,150.36,7,1,28,FR,Mobile,Debit Card,361,3,0,0,0
TXN000373,93.67,21,6,37,DE,Mobile,Credit Card,3632,3,0,0,0
TXN000374,123.29,10,6,21,IN,Mobile,PayPal,2121,12,0,0,0
TXN000375,124.49,15,6,55,UK,Desktop,PayPal,1704,4,0,0,0
TXN000376,127.73,9,5,60,BR,Desktop,Credit Card,2868,3,0,0,0
TXN000377,56.75,13,1,21,US,Mobile,PayPal,1924,3,0,0,0
TXN000378,269.11,12,2,21,DE,Mobile,Debit Card,2229,3,0,0,0
TXN000379,73.19,9,5,29,BR,Mobile,Credit Card,729,2,0,0,0
TXN000380,94.18,15,0,37,CN,Mobile,Bank Transfer,881,1,0,0,0
TXN000381,191.75,7,0,72,NG,Mobile,Bank Transfer,3242,2,0,0,0
TXN000382,410.94,9,0,51,BR,Desktop,Debit Card,388,2,1,0,0
TXN000383,90.79,15,2,31,IN,Mobile,Credit Card,2787,2,0,0,0
TXN000384,138.23,14,2,57,RU,Desktop,Credit Card,1813,2,0,0,0
TXN000385,27.55,18,2,25,CN,Tablet,Credit Card,2644,4,0,0,0
TXN000386,398.49,1,1,24,IN,Mobile,PayPal,112,17,1,0,1
TXN000387,121.31,7,0,37,RU,Mobile,Debit Card,1345,2,0,0,0
TXN000388,256.72,13,6,48,VN,Tablet,Credit Card,2300,2,0,0,0
TXN000389,242.07,18,6,29,DE,Mobile,Credit Card,1238,6,1,0,0
TXN000390,488.77,19,0,52,RU,Desktop,Credit Card,760,5,0,0,0
TXN000391,286.88,15,1,66,RU,Mobile,Crypto,2348,4,0,0,0
TXN000392,2677.32,23,5,38,DE,Tablet,Credit Card,116,9,1,1,1
TXN000393,40.82,14,5,25,DE,Mobile,Credit Card,1471,2,0,0,0
TXN000394,61.35,8,4,69,FR,Tablet,PayPal,2973,2,0,0,0
TXN000395,32.72,8,1,55,VN,Mobile,Debit Card,59,3,0,0,0
TXN000396,63.15,21,3,48,IN,Mobile,Credit Card,3328,1,0,0,0
TXN000397,110.56,16,6,30,UK,Mobile,Debit Card,3600,1,0,0,0
TXN000398,460.12,1,0,28,DE,Mobile,Debit Card,28,17,1,0,1
TXN000399,66.87,14,2,49,CN,Mobile,PayPal,1276,5,1,0,0
TXN000400,89.94,18,5,69,IN,Desktop,Credit Card,1173,3,0,0,0
TXN000401,89.29,20,2,53,IN,Mobile,Debit Card,392,5,0,0,0
TXN000402,89.44,9,1,41,CN,Mobile,Debit Card,719,2,0,0,0
TXN000403,66.95,8,0,67,RU,Desktop,Debit Card,1940,1,0,0,0
TXN000404,129.43,9,0,53,IN,Mobile,Debit Card,1722,8,0,0,0
TXN000405,38.42,8,0,22,NG,Tablet,Credit Card,1664,3,0,0,0
TXN000406,45.37,21,3,31,FR,Mobile,Credit Card,1117,1,0,0,0
TXN000407,720.93,16,5,18,IN,Mobile,Credit Card,85,4,0,0,0
TXN000408,14.19,12,2,73,BR,Desktop,PayPal,2733,1,0,0,0
TXN000409,42.42,8,2,74,DE,Mobile,Credit Card,3441,3,0,0,0
TXN000410,188.08,8,2,21,NG,Desktop,Debit Card,2088,6,0,0,0
TXN000411,39.37,9,3,70,RU,Mobile,PayPal,3261,6,0,1,0
TXN000412,87.41,13,0,42,BR,Desktop,Credit Card,1499,2,0,0,0
TXN000413,198.57,14,2,69,VN,Mobile,Credit Card,3031,2,0,0,0
TXN000414,137.95,15,0,34,CN,Desktop,PayPal,1053,2,0,0,0
TXN000415,124.12,9,2,28,UK,Mobile,Debit Card,2813,4,0,0,0
TXN000416,395.53,9,2,58,DE,Mobile,Debit Card,119,1,0,0,0
TXN000417,1419.53,5,3,40,FR,Desktop,Debit Card,53,17,1,1,1
TXN000418,161.53,9,6,69,BR,Desktop,Debit Card,126,1,0,0,0
TXN000419,407.37,15,4,35,VN,Mobile,Crypto,373,4,0,0,0
TXN000420,215.98,15,0,72,NG,Desktop,Bank Transfer,2649,5,0,0,0
TXN000421,282.83,16,2,34,CN,Mobile,Debit Card,839,2,0,0,0
TXN000422,534.54,21,5,45,FR,Mobile,Bank Transfer,548,3,0,0,0
TXN000423,56.1,12,2,26,DE,Mobile,Debit Card,1165,2,0,0,0
TXN000424,34.97,17,6,58,IN,Desktop,PayPal,821,1,0,0,0
TXN000425,459.08,17,5,51,CN,Mobile,PayPal,3336,4,0,0,0
TXN000426,63.27,21,4,22,VN,Mobile,Credit Card,3222,4,1,0,0
TXN000427,66.32,12,3,20,FR,Mobile,Debit Card,896,7,1,0,0
TXN000428,60.53,16,6,49,BR,Desktop,Debit Card,1880,6,0,0,0
TXN000429,57.47,12,6,65,FR,Tablet,Credit Card,232,3,0,0,0
TXN000430,331.47,9,5,65,DE,Mobile,Debit Card,3408,1,0,0,0
TXN000431,98.32,8,5,24,RU,Desktop,Debit Card,3233,6,0,0,0
TXN000432,247.57,12,3,44,BR,Mobile,Debit Card,769,2,0,0,0
TXN000433,199.16,7,2,29,IN,Mobile,PayPal,994,1,0,0,0
TXN000434,185.29,15,3,40,US,Desktop,PayPal,2655,2,0,0,0
TXN000435,125.72,16,3,37,NG,Mobile,Credit Card,1007,4,0,0,0
TXN000436,8.56,12,6,64,CN,Mobile,Credit Card,1996,6,0,0,0
TXN000437,99.72,21,0,53,RU,Desktop,PayPal,3079,3,0,0,0
TXN000438,263.31,14,2,72,RU,Tablet,PayPal,2662,1,0,0,0
TXN000439,166.81,13,0,19,FR,Tablet,Debit Card,449,2,0,0,0
TXN000440,44.25,18,5,23,IN,Mobile,Debit Card,1682,2,1,0,0
TXN000441,321.97,10,0,51,RU,Tablet,Debit Card,966,2,0,0,0
TXN000442,154.3,7,3,70,UK,Mobile,PayPal,3268,7,0,0,0
TXN000443,146.34,20,3,39,BR,Mobile,PayPal,503,1,0,0,0
TXN000444,56.31,16,4,53,IN,Mobile,Debit Card,2803,4,0,0,0
TXN000445,43.31,8,4,55,NG,Mobile,PayPal,2548,3,0,0,0
TXN000446,301.29,15,3,67,BR,Desktop,Debit Card,154,5,0,0,0
TXN000447,353.85,17,6,35,BR,Desktop,Bank Transfer,105,3,0,0,0
TXN000448,288.34,13,6,63,IN,Mobile,Credit Card,3209,3,0,0,0
TXN000449,59.29,16,6,56,NG,Mobile,Debit Card,3168,4,0,0,0
TXN000450,38.2,13,0,65,US,Tablet,Credit Card,2617,3,0,0,0
TXN000451,161.9,9,1,37,CN,Mobile,Debit Card,3278,3,0,0,0
TXN000452,156.48,16,4,42,IN,Desktop,Debit Card,3209,4,0,0,0
TXN000453,268.55,19,2,59,NG,Mobile,Credit Card,2038,5,0,0,0
TXN000454,117.24,15,6,65,FR,Desktop,Credit Card,766,1,0,0,0
TXN000455,122.3,14,1,55,DE,Mobile,Debit Card,2069,4,0,0,0
TXN000456,47.94,23,1,40,CN,Mobile,Crypto,40,8,0,0,1
TXN000457,633.51,14,6,62,BR,Desktop,Bank Transfer,1502,3,0,0,0
TXN000458,244.47,13,2,39,IN,Tablet,PayPal,2032,1,0,0,0
TXN000459,111.19,11,5,30,FR,Mobile,Credit Card,1065,3,0,0,0
TXN000460,50.07,14,0,53,NG,Desktop,PayPal,841,3,0,0,0
TXN000461,68.49,12,5,53,RU,Mobile,Credit Card,3200,1,0,0,0
TXN000462,213.22,12,5,23,NG,Desktop,Credit Card,897,5,0,0,0
TXN000463,104.68,7,2,26,RU,Mobile,Credit Card,814,2,1,0,0
TXN000464,246.88,8,3,66,NG,Mobile,PayPal,3049,1,1,0,0
TXN000465,58.25,19,6,72,CN,Desktop,PayPal,2639,1,0,0,0
TXN000466,271.9,16,4,30,BR,Tablet,PayPal,1360,3,0,0,0
TXN000467,29.47,9,4,73,FR,Desktop,Credit Card,1485,1,0,0,0
TXN000468,119.83,12,2,34,NG,Desktop,Credit Card,1774,5,0,0,0
TXN000469,1355.81,23,3,31,US,Mobile,Crypto,168,12,0,0,1
TXN000470,1506.15,8,5,23,NG,Mobile,Credit Card,991,1,0,0,0
TXN000471,66.5,11,4,47,UK,Tablet,Debit Card,2385,3,0,0,0
TXN000472,98.01,9,4,33,IN,Desktop,Credit Card,3128,7,1,0,0
TXN000473,57.87,8,3,20,CN,Mobile,Debit Card,2855,3,0,0,0
TXN000474,96.3,17,5,42,CN,Mobile,Debit Card,2637,5,0,0,0
TXN000475,43.6,17,2,28,DE,Desktop,Debit Card,882,2,0,0,0
TXN000476,57.56,19,4,48,UK,Mobile,Credit Card,1986,5,0,0,0
TXN000477,354.22,17,1,45,BR,Desktop,Credit Card,3648,3,0,0,0
TXN000478,131.21,8,5,50,DE,Desktop,Crypto,2798,5,0,0,0
TXN000479,61.1,14,0,23,UK,Mobile,Crypto,3316,4,0,0,0
TXN000480,20.4,11,1,68,CN,Mobile,Credit Card,1981,1,0,0,0
TXN000481,88.99,17,6,43,UK,Desktop,Debit Card,3205,3,0,0,0
TXN000482,144.17,21,5,26,VN,Mobile,Bank Transfer,2217,3,0,0,0
TXN000483,156.99,15,5,19,UK,Mobile,Credit Card,3003,1,0,1,0
TXN000484,364.88,17,1,51,DE,Mobile,Crypto,2222,2,1,0,0
TXN000485,91.75,17,6,27,CN,Mobile,Debit Card,759,7,0,0,0
TXN000486,7.72,16,1,20,IN,Mobile,PayPal,1548,3,0,0,0
TXN000487,82.28,18,2,47,UK,Desktop,Debit Card,1006,3,0,0,0
TXN000488,316.66,19,5,54,RU,Mobile,Debit Card,160,4,0,0,0
TXN000489,303.48,8,0,50,US,Desktop,Bank Transfer,2069,3,1,0,0
TXN000490,70.66,18,0,47,UK,Desktop,Debit Card,3108,6,0,0,0
TXN000491,194.49,10,3,30,IN,Mobile,Debit Card,538,2,0,0,0
TXN000492,64.96,17,2,20,US,Mobile,Debit Card,1318,6,0,0,0
TXN000493,232.36,17,4,67,US,Mobile,Bank Transfer,2903,3,0,0,0
TXN000494,83.81,12,1,35,NG,Mobile,Credit Card,383,4,0,0,0
TXN000495,256.0,9,5,61,NG,Mobile,Credit Card,362,1,0,1,0
TXN000496,72.82,16,5,50,VN,Mobile,Debit Card,3103,1,0,1,0
TXN000497,243.64,20,5,31,VN,Desktop,PayPal,800,1,0,0,0
TXN000498,163.92,15,2,54,FR,Mobile,PayPal,1186,1,0,0,0
TXN000499,89.28,17,1,48,CN,Tablet,Credit Card,2964,2,0,0,0
TXN000500,217.57,20,6,29,FR,Mobile,Debit Card,1929,4,0,0,0
TXN000501,264.86,13,1,63,RU,Mobile,Debit Card,198,2,0,0,0
TXN000502,236.37,13,2,74,NG,Desktop,Debit Card,882,4,1,0,0
TXN000503,125.85,1,5,24,NG,Mobile,Credit Card,26,14,1,0,1
TXN000504,68.81,12,4,74,DE,Desktop,Debit Card,665,1,0,0,0
TXN000505,121.18,14,6,59,VN,Mobile,Debit Card,3028,3,0,0,0
TXN000506,126.93,9,4,51,RU,Mobile,Credit Card,2713,5,0,0,0
TXN000507,65.19,21,6,51,RU,Desktop,PayPal,2052,3,0,0,0
TXN000508,78.11,15,3,19,US,Desktop,Debit Card,3341,3,0,0,0
TXN000509,103.77,21,2,52,CN,Desktop,Credit Card,3605,1,1,0,0
TXN000510,164.95,9,1,65,NG,Desktop,PayPal,935,2,0,0,0
TXN000511,32.56,20,1,67,NG,Desktop,Debit Card,1040,1,0,1,0
TXN000512,87.85,20,6,51,CN,Desktop,PayPal,1066,3,0,0,0
TXN000513,61.7,16,1,57,FR,Mobile,Debit Card,1579,3,0,0,0
TXN000514,278.82,18,0,72,VN,Tablet,Crypto,1325,3,0,0,0
TXN000515,82.01,18,3,18,FR,Desktop,Credit Card,3630,2,0,0,0
TXN000516,138.25,9,2,18,FR,Mobile,PayPal,687,1,0,0,0
TXN000517,843.62,8,3,66,VN,Desktop,Bank Transfer,693,2,1,0,0
TXN000518,165.97,7,3,64,VN,Desktop,Debit Card,3527,3,0,0,0
TXN000519,172.54,7,6,68,VN,Desktop,Bank Transfer,464,4,1,0,0
TXN000520,110.45,17,3,39,VN,Mobile,PayPal,1426,1,0,0,0
TXN000521,280.62,13,1,63,UK,Mobile,PayPal,1105,5,0,0,0
TXN000522,114.59,11,1,36,FR,Mobile,Debit Card,2176,4,0,0,0
TXN000523,992.49,0,1,26,RU,Mobile,Credit Card,154,11,1,1,1
TXN000524,195.43,10,5,57,UK,Mobile,Debit Card,98,5,1,0,0
TXN000525,50.49,16,5,32,RU,Mobile,Credit Card,2390,1,0,0,0
TXN000526,45.97,12,6,74,US,Desktop,Credit Card,958,3,0,0,0
TXN000527,103.92,18,5,40,VN,Desktop,Debit Card,2207,6,0,0,0
TXN000528,37.58,7,4,59,UK,Desktop,Credit Card,200,1,0,0,0
TXN000529,147.5,20,2,18,RU,Mobile,Credit Card,869,2,0,0,0
TXN000530,374.98,18,4,73,UK,Mobile,Credit Card,878,3,0,0,0
TXN000531,118.49,16,6,48,FR,Mobile,Credit Card,178,4,0,0,0
TXN000532,403.32,16,0,71,FR,Mobile,Credit Card,96,5,1,0,0
TXN000533,73.54,17,2,22,DE,Mobile,Credit Card,2295,2,0,0,0
TXN000534,106.64,12,1,72,IN,Desktop,Debit Card,2974,5,0,0,0
TXN000535,241.39,19,6,55,UK,Tablet,PayPal,1892,2,0,0,0
TXN000536,41.56,17,4,32,UK,Mobile,Credit Card,1647,3,0,0,0
TXN000537,105.93,12,5,19,IN,Mobile,Credit Card,301,1,0,0,0
TXN000538,45.0,13,3,41,BR,Mobile,Credit Card,1187,3,0,0,0
TXN000539,67.65,12,0,23,RU,Mobile,Debit Card,3104,2,0,0,0
TXN000540,132.34,13,2,67,IN,Desktop,Credit Card,487,2,0,0,0
TXN000541,76.9,21,0,40,DE,Tablet,Debit Card,210,4,0,1,0
TXN000542,111.92,13,4,53,NG,Tablet,Credit Card,3303,3,0,0,0
TXN000543,651.22,16,1,51,DE,Mobile,PayPal,1836,2,0,0,0
TXN000544,198.48,12,4,72,FR,Mobile,Credit Card,2914,1,0,0,0
TXN000545,258.61,11,4,45,RU,Mobile,PayPal,953,4,0,0,0
TXN000546,283.88,21,2,73,VN,Mobile,Debit Card,2908,2,1,0,0
TXN000547,369.94,19,1,36,FR,Mobile,PayPal,838,2,1,0,0
TXN000548,444.69,18,0,63,UK,Mobile,Credit Card,493,1,0,0,0
TXN000549,172.99,9,5,73,RU,Mobile,Bank Transfer,1423,3,0,0,0
TXN000550,415.69,14,3,69,CN,Desktop,Bank Transfer,2533,1,1,0,0
TXN000551,175.2,19,2,38,US,Tablet,Bank Transfer,753,4,0,0,0
TXN000552,62.01,16,0,65,FR,Mobile,Credit Card,1635,3,1,0,0
TXN000553,378.04,21,5,38,DE,Mobile,Debit Card,1463,1,0,0,0
TXN000554,204.25,12,2,50,US,Mobile,PayPal,397,1,0,0,0
TXN000555,58.26,15,1,70,CN,Desktop,Credit Card,555,4,0,0,0
TXN000556,213.53,12,0,60,RU,Mobile,Debit Card,2534,3,0,0,0
TXN000557,151.0,17,0,69,IN,Mobile,Debit Card,2711,3,0,0,0
TXN000558,194.55,21,4,42,US,Mobile,Credit Card,1660,5,0,0,0
TXN000559,173.49,8,4,19,FR,Desktop,Debit Card,1153,8,0,0,0
TXN000560,136.69,9,0,30,UK,Desktop,Credit Card,1124,5,0,0,0
TXN000561,292.01,15,6,56,FR,Desktop,PayPal,594,2,0,0,0
TXN000562,379.54,14,1,61,CN,Mobile,Debit Card,102,3,0,0,0
TXN000563,125.23,21,1,38,VN,Desktop,PayPal,2663,1,0,0,0
TXN000564,604.69,15,0,38,RU,Desktop,PayPal,467,2,0,0,0
TXN000565,499.97,21,6,27,US,Mobile,Credit Card,102,4,0,0,0
TXN000566,136.17,21,3,23,VN,Mobile,Credit Card,2746,6,0,0,0
TXN000567,53.57,11,2,44,US,Mobile,PayPal,2369,3,0,0,0
TXN000568,63.35,11,0,33,BR,Mobile,Credit Card,1419,4,0,0,0
TXN000569,143.0,11,4,18,NG,Mobile,Credit Card,3059,3,0,0,0
TXN000570,722.76,18,6,64,RU,Mobile,Debit Card,626,4,0,0,0
TXN000571,492.24,8,0,74,BR,Mobile,PayPal,1910,1,0,0,0
TXN000572,68.68,21,0,73,IN,Mobile,Credit Card,127,2,0,0,0
TXN000573,207.12,16,0,37,VN,Tablet,Credit Card,1408,3,0,0,0
TXN000574,229.44,21,6,48,NG,Desktop,Crypto,2347,5,0,0,0
TXN000575,63.91,9,1,26,DE,Mobile,PayPal,754,5,0,0,0
TXN000576,110.13,8,4,21,US,Desktop,Debit Card,1441,2,0,0,0
TXN000577,25.8,16,0,37,US,Desktop,Bank Transfer,3546,3,1,0,0
TXN000578,110.06,17,2,46,CN,Desktop,Debit Card,2738,1,0,0,0
TXN000579,151.78,14,1,58,IN,Mobile,PayPal,417,3,0,0,0
TXN000580,171.8,18,0,63,CN,Tablet,Credit Card,1681,4,0,0,0
TXN000581,39.68,16,3,40,FR,Desktop,Credit Card,1288,2,0,0,0
TXN000582,510.55,12,4,30,US,Mobile,Bank Transfer,3512,3,0,0,0
TXN000583,92.53,16,4,73,BR,Desktop,Credit Card,2850,3,0,1,0
TXN000584,61.44,20,0,24,CN,Mobile,Credit Card,2494,1,0,0,0
TXN000585,460.54,10,3,66,DE,Mobile,Bank Transfer,3288,2,0,0,0
TXN000586,66.73,15,4,65,CN,Mobile,Debit Card,980,1,0,0,0
TXN000587,198.83,12,0,32,IN,Mobile,Credit Card,3535,2,0,0,0
TXN000588,111.62,9,3,34,NG,Mobile,Credit Card,489,5,0,0,0
TXN000589,137.48,14,1,68,BR,Desktop,Debit Card,3114,3,0,0,0
TXN000590,15.96,16,2,28,NG,Mobile,PayPal,1351,1,0,1,0
TXN000591,615.72,19,1,27,VN,Mobile,Bank Transfer,3378,4,0,0,0
TXN000592,135.18,23,6,24,RU,Desktop,Debit Card,168,10,1,0,1
TXN000593,208.86,10,4,55,RU,Tablet,Debit Card,1870,4,1,0,0
TXN000594,1345.59,10,0,18,RU,Mobile,Credit Card,3279,1,0,0,0
TXN000595,55.61,16,1,59,FR,Tablet,Debit Card,1265,2,0,0,0
TXN000596,130.09,18,5,26,DE,Tablet,Bank Transfer,1412,4,0,0,0
TXN000597,57.56,20,0,41,IN,Tablet,Bank Transfer,2896,6,0,0,0
TXN000598,141.85,12,5,52,NG,Desktop,Crypto,1578,3,0,0,0
TXN000599,117.33,8,1,37,FR,Tablet,PayPal,1507,2,0,0,0
TXN000600,145.41,10,6,51,NG,Desktop,Debit Card,2851,4,1,0,0
TXN000601,105.51,8,1,73,RU,Desktop,Bank Transfer,2832,1,0,0,0
TXN000602,214.6,9,3,69,US,Desktop,Credit Card,1849,1,0,0,0
TXN000603,376.51,10,2,18,DE,Mobile,Debit Card,1413,1,0,0,0
TXN000604,233.65,10,1,55,US,Mobile,Debit Card,817,3,0,0,0
TXN000605,907.5,12,4,26,CN,Mobile,Debit Card,2313,3,0,0,0
TXN000606,91.35,20,4,74,VN,Mobile,Crypto,477,2,0,0,0
TXN000607,277.03,20,3,24,BR,Mobile,Debit Card,2379,2,0,0,0
TXN000608,217.86,17,5,49,US,Desktop,Debit Card,2406,3,0,0,0
TXN000609,126.41,9,6,42,VN,Mobile,Debit Card,2052,3,0,0,0
TXN000610,160.69,17,6,56,IN,Mobile,Bank Transfer,541,6,0,0,0
TXN000611,35.9,11,1,61,IN,Desktop,PayPal,1663,6,0,0,0
TXN000612,327.36,9,2,47,NG,Mobile,Bank Transfer,3592,3,0,0,0
TXN000613,267.36,20,5,50,NG,Desktop,Bank Transfer,2201,2,0,0,0
TXN000614,178.36,11,2,67,CN,Desktop,Credit Card,2191,1,0,0,0
TXN000615,421.69,8,2,52,BR,Mobile,PayPal,1044,7,0,0,0
TXN000616,48.07,16,6,66,VN,Mobile,Credit Card,1139,1,0,0,0
TXN000617,32.38,21,5,65,CN,Mobile,PayPal,3179,5,0,0,0
TXN000618,799.92,1,2,40,UK,Desktop,Crypto,173,21,1,0,1
TXN000619,212.76,10,1,68,NG,Mobile,PayPal,3037,1,0,0,0
TXN000620,61.12,12,5,70,VN,Mobile,Debit Card,521,3,0,0,0
TXN000621,164.48,8,5,46,BR,Tablet,Credit Card,497,1,0,0,0
TXN000622,64.1,19,6,64,UK,Desktop,Debit Card,2697,3,0,0,0
TXN000623,125.9,0,3,38,BR,Mobile,Bank Transfer,58,15,1,1,1
TXN000624,122.96,21,4,45,BR,Mobile,Credit Card,1233,4,0,0,0
TXN000625,231.9,21,4,19,CN,Mobile,Credit Card,703,4,0,0,0
TXN000626,109.74,13,4,26,IN,Desktop,Credit Card,1780,1,0,0,0
TXN000627,334.64,17,2,54,DE,Desktop,Debit Card,3286,5,1,0,0
TXN000628,69.12,10,5,62,CN,Mobile,Debit Card,2086,3,0,0,0
TXN000629,147.42,14,4,28,DE,Desktop,PayPal,3616,1,0,0,0
TXN000630,20.99,8,1,42,FR,Mobile,Debit Card,2133,2,0,0,0
TXN000631,167.06,11,1,48,NG,Mobile,PayPal,2645,2,1,0,0
TXN000632,182.55,12,6,72,NG,Mobile,Credit Card,2283,6,0,0,0
TXN000633,259.57,8,6,20,BR,Mobile,Debit Card,1750,4,0,0,0
TXN000634,139.55,19,3,30,NG,Mobile,Credit Card,1164,1,0,0,0
TXN000635,772.32,19,3,73,CN,Desktop,PayPal,3162,1,0,0,0
TXN000636,359.0,13,0,34,RU,Tablet,Credit Card,1000,3,0,0,0
TXN000637,52.54,17,4,38,UK,Desktop,PayPal,2285,2,0,0,0
TXN000638,258.98,11,2,50,UK,Mobile,PayPal,2401,1,1,0,0
TXN000639,33.77,13,4,31,FR,Desktop,Debit Card,250,1,0,0,0
TXN000640,188.19,16,3,58,FR,Mobile,Debit Card,2745,3,0,0,0
TXN000641,38.63,10,5,27,FR,Tablet,PayPal,1556,1,0,0,0
TXN000642,90.99,20,3,67,DE,Desktop,Bank Transfer,1633,2,0,0,0
TXN000643,77.88,7,5,28,US,Mobile,Debit Card,2451,2,0,0,0
TXN000644,108.02,20,1,31,BR,Mobile,Debit Card,1835,1,1,0,0
TXN000645,54.86,21,1,27,DE,Mobile,Credit Card,1112,2,0,1,0
TXN000646,62.72,16,6,23,CN,Mobile,Credit Card,2313,3,1,0,0
TXN000647,367.07,19,6,58,BR,Mobile,Credit Card,3154,2,0,0,0
TXN000648,241.77,17,6,50,CN,Mobile,Credit Card,631,4,0,0,0
TXN000649,92.11,10,0,20,CN,Desktop,PayPal,173,2,0,0,0
TXN000650,145.81,17,0,65,CN,Mobile,Bank Transfer,1903,1,0,0,0
TXN000651,247.44,18,1,45,RU,Mobile,Debit Card,2358,3,0,0,0
TXN000652,87.12,9,4,36,BR,Desktop,Crypto,338,1,0,0,0
TXN000653,104.37,20,4,63,BR,Mobile,Debit Card,1747,3,0,1,0
TXN000654,171.19,12,6,23,US,Mobile,Debit Card,679,4,0,0,0
TXN000655,857.69,10,6,30,IN,Mobile,Debit Card,3540,1,0,0,0
TXN000656,30.34,13,4,42,FR,Tablet,Debit Card,1878,4,0,0,0
TXN000657,135.68,15,5,65,BR,Mobile,Debit Card,1080,4,1,0,0
TXN000658,571.11,10,5,49,DE,Desktop,Credit Card,3159,2,0,1,0
TXN000659,138.73,12,0,44,US,Mobile,Debit Card,608,4,0,0,0
TXN000660,15.24,11,1,38,NG,Desktop,Credit Card,3161,3,0,0,0
TXN000661,40.95,17,1,62,BR,Desktop,PayPal,1634,3,0,0,0
TXN000662,285.44,17,5,63,US,Desktop,Debit Card,3644,4,0,0,0
TXN000663,1680.42,1,4,36,UK,Mobile,PayPal,69,12,1,0,1
TXN000664,269.86,10,4,54,NG,Desktop,Credit Card,1101,3,0,0,0
TXN000665,59.13,8,2,20,DE,Mobile,PayPal,964,5,0,1,0
TXN000666,57.12,20,6,31,FR,Tablet,Debit Card,264,1,0,0,0
TXN000667,494.07,7,6,36,US,Mobile,Debit Card,1688,4,0,0,0
TXN000668,94.15,20,2,35,FR,Mobile,Debit Card,1936,1,0,0,0
TXN000669,247.04,8,4,53,US,Desktop,Debit Card,1454,2,0,0,0
TXN000670,127.47,15,0,50,CN,Mobile,Bank Transfer,2900,2,1,0,0
TXN000671,4282.35,5,2,19,FR,Mobile,Debit Card,162,12,1,1,1
TXN000672,41.08,10,2,50,NG,Mobile,Credit Card,2247,2,0,0,0
TXN000673,410.04,2,0,30,RU,Mobile,Crypto,98,15,1,0,1
TXN000674,498.98,20,5,28,CN,Mobile,Credit Card,1603,4,0,0,0
TXN000675,50.97,10,3,71,NG,Desktop,Credit Card,528,6,0,0,0
TXN000676,250.7,8,6,70,BR,Desktop,Credit Card,1453,1,0,0,0
TXN000677,95.47,18,5,27,IN,Tablet,Credit Card,1098,4,0,0,0
TXN000678,46.44,19,5,71,UK,Tablet,Bank Transfer,464,1,0,0,0
TXN000679,179.97,21,6,74,IN,Mobile,Credit Card,586,1,0,0,0
TXN000680,304.56,7,2,18,IN,Desktop,Credit Card,2185,5,0,0,0
TXN000681,58.72,7,2,40,VN,Mobile,Debit Card,2803,3,0,0,0
TXN000682,19.57,7,2,48,RU,Desktop,Credit Card,2534,4,1,0,0
